customer_id,signup_date,gender,age,city,country,traffic_source,device_type,customer_segment,total_orders,lifetime_value,last_order_date
265892,2022-06-14,Non-binary,60,Istanbul,Türkiye,Email,Tablet,"At Risk",8,3739.94,2022-06-22
266366,2022-02-08,"Prefer not to say",50,Toronto,Canada,Email,Tablet,New,22,9603.19,2022-09-18
266623,2021-10-10,Male,18,Madrid,Spain,"Paid Search",Mobile,"At Risk",13,9238.32,2022-04-01
266665,2024-08-03,Female,51,Istanbul,Türkiye,"Paid Search",Desktop,"At Risk",7,2642.19,2025-07-27
267214,2025-02-27,Male,43,Madrid,Spain,Email,Mobile,New,3,2552.55,2026-04-24
267379,2023-01-11,Male,41,London,UK,"Paid Search",Mobile,VIP,7,2403.51,2023-10-10
267528,2025-01-02,,26,Rome,Italy,"Paid Search",Tablet,Loyal,19,7993.08,2025-02-20
267669,2025-04-30,"Prefer not to say",64,Toronto,Canada,"Paid Search",Desktop,VIP,6,7890.97,2026-02-05
267843,2024-07-23,Male,85,Madrid,Spain,Direct,Desktop,Loyal,18,9278.61,2024-08-04
268010,2024-10-03,Female,76,London,UK,Referral,Desktop,VIP,21,3117.33,2026-01-08
268517,2021-04-22,Male,54,"New York",USA,"Paid Search",Mobile,Returning,2,1702.78,2021-06-25
268766,2021-08-22,Male,85,Paris,France,"Organic Search",Mobile,New,4,2393.07,2021-09-29
269478,2023-11-07,"Prefer not to say",29,Madrid,Spain,Email,Mobile,New,1,6937.04,2024-08-16
269890,2025-02-25,,67,Toronto,Canada,Email,Mobile,Loyal,1,2963.91,2026-01-15
270431,2024-07-28,Female,64,Rome,Italy,Referral,Tablet,VIP,23,4224.36,2024-08-14
270887,2022-05-29,"Prefer not to say",61,London,UK,"Organic Search",Desktop,New,0,0,NULL
270984,2024-11-19,Male,84,"New York",USA,Referral,Tablet,VIP,4,6644.4,2025-03-17
271650,2022-02-10,Female,40,Paris,France,Email,Mobile,Returning,10,66.79,2022-08-30
271769,2022-07-11,Male,71,London,UK,Email,Desktop,Loyal,5,4468.73,2022-10-13
272111,2021-04-05,Male,81,Paris,France,Referral,Mobile,New,1,6406.43,2022-05-16
272374,2025-09-01,Female,72,London,UK,Direct,Desktop,Returning,25,5619.56,2026-08-21
272757,2023-12-10,"Prefer not to say",68,Istanbul,Türkiye,Referral,Desktop,VIP,20,9614.52,2024-09-13
272803,2024-06-10,Female,45,Paris,France,"Paid Search",Desktop,Returning,14,2588.98,2025-06-29
273202,2023-09-26,Male,77,Madrid,Spain,Email,Mobile,Loyal,16,4271.63,2024-10-28
273409,2024-04-12,Female,85,Madrid,Spain,"Organic Search",Tablet,"At Risk",4,3431.86,2024-12-04
273675,2021-11-01,Female,18,Madrid,Spain,"Social Media",Mobile,Returning,12,4456.95,2022-08-21
274643,2023-05-23,"Prefer not to say",76,Istanbul,Türkiye,"Organic Search",Mobile,Returning,17,7015.09,2024-02-09
274795,2025-06-23,"Prefer not to say",69,Istanbul,Türkiye,"Paid Search",Desktop,New,23,9395.09,2026-01-23
275241,2021-12-14,Female,80,Istanbul,Türkiye,Direct,Mobile,New,1,701.71,2023-02-15
275514,2021-10-19,,31,"New York",USA,"Paid Search",Desktop,New,19,8552.51,2022-07-27
275605,2021-09-23,Female,83,Paris,France,Email,Mobile,"At Risk",23,9008.36,2022-09-08
275760,2021-10-09,Female,62,Paris,France,Direct,Desktop,Returning,7,8000.84,2022-01-24
275924,2023-06-01,Male,32,Istanbul,Türkiye,Direct,Mobile,New,22,5366.73,2024-09-02
275948,2023-10-26,Female,25,Madrid,Spain,"Social Media",Tablet,Returning,24,2769.95,2024-07-20
276139,2025-09-09,Female,46,"New York",USA,Direct,Mobile,"At Risk",11,394.66,2026-10-05
276312,2025-02-06,Male,50,"New York",USA,"Social Media",Mobile,"At Risk",1,8542.29,2025-04-17
276741,2021-02-11,Male,52,London,UK,Email,Mobile,"At Risk",12,9677.49,2021-11-01
276783,2024-09-09,Male,74,Rome,Italy,"Social Media",Tablet,Loyal,22,9448.96,2025-11-25
276787,2021-05-15,Male,84,London,UK,Direct,Mobile,"At Risk",13,7527.75,2022-04-02
277861,2023-02-27,Male,76,Madrid,Spain,"Social Media",Desktop,New,11,7774.78,2023-05-06
277937,2022-10-09,Female,46,Berlin,Germany,"Organic Search",Desktop,New,24,4178.5,2022-11-01
278585,2024-08-26,Male,48,Toronto,Canada,"Paid Search",Mobile,New,2,4717.65,2025-12-28
278624,2022-05-10,Female,58,Berlin,Germany,Referral,Mobile,New,9,3463.14,2022-06-15
278664,2022-09-13,Male,76,Rome,Italy,Referral,Tablet,Returning,13,6632.35,2023-01-22
279176,2022-07-18,Female,31,Paris,France,"Social Media",Mobile,VIP,6,8241.02,2023-06-18
279848,2025-06-02,"Prefer not to say",72,London,UK,"Paid Search",Mobile,VIP,19,9363.17,2025-12-05
279849,2024-11-30,"Prefer not to say",42,London,UK,Direct,Mobile,"At Risk",8,2077.65,2024-12-19
280432,2024-08-14,Female,46,Rome,Italy,Email,Mobile,New,2,3541.71,2025-04-14
280442,2022-04-28,Female,83,"New York",USA,Email,Mobile,VIP,2,6513.58,2022-06-27
280537,2022-11-16,Female,63,Berlin,Germany,Email,Desktop,Returning,13,3698.41,2022-12-13
280564,2021-01-23,,20,Berlin,Germany,Direct,Mobile,Loyal,11,9829.64,2021-04-04
280735,2021-10-19,Female,86,London,UK,Direct,Tablet,Loyal,25,5547.13,2022-10-03
281076,2024-12-08,,63,Berlin,Germany,"Paid Search",Tablet,Loyal,1,3267.41,2026-04-01
281248,2023-03-03,Female,28,Toronto,Canada,"Paid Search",Desktop,"At Risk",17,3544.62,2023-06-26
281411,2021-05-13,Female,22,Berlin,Germany,"Social Media",Mobile,"At Risk",8,5926.74,2022-06-25
281635,2022-02-15,Male,70,London,UK,"Paid Search",Mobile,Returning,11,9042.72,2022-03-15
281657,2024-04-14,"Prefer not to say",71,Paris,France,Direct,Tablet,"At Risk",16,5920.16,2025-07-18
281734,2022-04-08,Non-binary,60,Paris,France,Direct,Tablet,New,0,0,NULL
281788,2022-09-14,Male,79,London,UK,"Social Media",Desktop,VIP,10,9071.26,2023-08-04
283198,2025-02-13,Female,37,Toronto,Canada,Direct,Mobile,New,25,9728.5,2026-03-01
283654,2022-10-30,Male,58,Rome,Italy,"Social Media",Mobile,Loyal,18,9118.85,2023-12-06
283665,2024-08-09,"Prefer not to say",64,London,UK,"Organic Search",Mobile,"At Risk",5,6795.47,2025-10-17
283790,2021-12-29,Male,57,Berlin,Germany,"Paid Search",Desktop,New,2,6451.37,2022-08-12
284137,2021-09-24,Male,36,Toronto,Canada,Referral,Desktop,Returning,17,1270.25,2022-09-24
284715,2024-08-04,Male,39,London,UK,"Social Media",Desktop,"At Risk",15,2365.18,2025-07-11
284838,2025-07-31,Male,51,Berlin,Germany,"Organic Search",Desktop,Returning,6,1745.95,2026-05-03
285104,2023-12-05,,88,Rome,Italy,Email,Desktop,Loyal,11,5289.6,2024-07-08
285367,2025-03-18,Male,43,Berlin,Germany,"Paid Search",Tablet,"At Risk",9,3402.98,2025-05-02
285819,2023-07-26,Male,79,Madrid,Spain,"Paid Search",Desktop,Returning,9,1076,2023-11-05
286204,2024-04-15,Male,55,Toronto,Canada,Referral,Tablet,New,17,6518.16,2024-07-31
286804,2021-01-29,,87,Rome,Italy,"Paid Search",Tablet,Returning,3,1923.71,2021-05-04
286808,2024-11-05,Male,60,London,UK,"Social Media",Mobile,Loyal,23,8422.15,2025-07-22
286964,2023-05-23,Female,52,Madrid,Spain,Direct,Desktop,"At Risk",8,7963.07,2023-09-06
287738,2025-11-13,,37,London,UK,Direct,Mobile,"At Risk",21,8260.61,2026-03-30
287750,2023-10-13,Female,88,Istanbul,Türkiye,Referral,Mobile,Returning,6,5141.67,2023-10-24
288289,2024-05-19,Female,51,Berlin,Germany,Direct,Mobile,"At Risk",10,5051.4,2025-06-08
289565,2023-07-25,"Prefer not to say",49,Istanbul,Türkiye,"Social Media",Mobile,Loyal,5,9327.78,2024-01-07
290005,2023-01-02,Non-binary,62,Madrid,Spain,Referral,Desktop,VIP,19,5372.95,2023-10-19
290317,2024-10-09,Male,18,Madrid,Spain,Referral,Desktop,New,3,9579.42,2025-08-04
291548,2025-01-04,"Prefer not to say",58,Madrid,Spain,Referral,Desktop,"At Risk",12,3985.36,2026-03-29
291853,2021-11-20,Non-binary,58,Rome,Italy,Direct,Tablet,"At Risk",23,2402.31,2023-01-01
291872,2022-09-22,"Prefer not to say",27,Paris,France,Referral,Desktop,New,0,0,NULL
292122,2022-07-02,Male,59,Toronto,Canada,Direct,Mobile,New,4,2896,2022-07-31
293326,2021-01-13,Female,84,Istanbul,Türkiye,Direct,Desktop,VIP,5,8844.23,2021-04-22
293567,2023-03-20,Female,56,"New York",USA,"Social Media",Mobile,VIP,22,3820.42,2024-02-29
293577,2023-04-24,Male,81,Rome,Italy,Email,Tablet,New,7,9533.77,2023-10-18
293830,2024-02-16,,18,Madrid,Spain,"Paid Search",Mobile,VIP,13,3439.36,2025-05-20
294036,2023-12-02,Non-binary,85,Madrid,Spain,Email,Tablet,Loyal,25,5195.2,2024-08-30
294104,2022-12-21,"Prefer not to say",80,Rome,Italy,"Paid Search",Desktop,Loyal,11,8359.35,2023-01-08
294936,2023-04-03,Male,59,Toronto,Canada,"Social Media",Mobile,"At Risk",10,5898.46,2023-05-30
295719,2021-07-22,Male,45,"New York",USA,"Organic Search",Mobile,Returning,8,4248.18,2021-11-28
295833,2022-01-06,Female,40,London,UK,"Organic Search",Desktop,VIP,10,8178.84,2022-03-17
295887,2021-07-25,Female,37,Paris,France,Email,Mobile,VIP,16,6289.91,2022-10-30
296539,2023-10-14,"Prefer not to say",69,Istanbul,Türkiye,"Social Media",Mobile,Loyal,9,5109.53,2024-11-15
296635,2021-11-11,Non-binary,76,Rome,Italy,"Organic Search",Desktop,VIP,2,3701.88,2022-02-23
297050,2025-01-01,Female,86,Berlin,Germany,Email,Mobile,Returning,3,8405.71,2025-12-13
297173,2022-08-11,Non-binary,29,London,UK,"Paid Search",Mobile,VIP,10,8329.22,2023-04-29
297961,2021-04-30,"Prefer not to say",41,Istanbul,Türkiye,Email,Mobile,Returning,0,0,NULL
297997,2023-05-05,Female,51,Istanbul,Türkiye,Email,Mobile,Returning,11,5386.87,2024-04-24
298978,2024-04-22,,48,Madrid,Spain,Email,Mobile,Loyal,25,5069.79,2024-09-08
299060,2022-10-07,Non-binary,30,Berlin,Germany,Direct,Desktop,New,19,4028.45,2023-08-12
299071,2021-07-13,Female,28,"New York",USA,"Organic Search",Mobile,"At Risk",23,1316.86,2021-12-05
299125,2021-07-14,Female,31,Paris,France,Direct,Desktop,New,19,5144.26,2021-12-02
299230,2021-12-16,Male,85,Madrid,Spain,Direct,Tablet,New,4,5724.79,2022-06-23
299345,2023-12-16,,35,Istanbul,Türkiye,Direct,Mobile,New,22,497.29,2024-09-30
299480,2023-06-23,Male,75,Berlin,Germany,"Social Media",Desktop,VIP,19,293.94,2024-03-28
301249,2022-11-24,"Prefer not to say",82,Berlin,Germany,"Paid Search",Desktop,Loyal,24,5251.05,2023-11-20
303180,2025-01-18,Male,22,Berlin,Germany,Referral,Mobile,"At Risk",1,2081.75,2025-02-07
303548,2025-01-11,Male,65,Berlin,Germany,"Paid Search",Mobile,Loyal,14,3480.25,2026-01-29
304725,2023-03-18,"Prefer not to say",80,Berlin,Germany,Referral,Desktop,Loyal,23,2914.16,2024-03-20
304780,2025-06-09,Female,86,Madrid,Spain,"Paid Search",Mobile,VIP,20,1557.39,2025-07-28
304797,2022-11-07,Non-binary,63,London,UK,"Social Media",Desktop,Returning,20,1031.67,2023-09-24
305350,2022-07-28,Male,36,"New York",USA,Referral,Mobile,Returning,24,9428.35,2023-08-10
305399,2025-07-21,Female,50,London,UK,"Organic Search",Desktop,VIP,2,712.19,2025-10-06
305837,2024-02-29,,66,Berlin,Germany,Email,Tablet,"At Risk",5,7011.81,2024-10-22
306049,2024-02-03,Female,47,Madrid,Spain,Direct,Desktop,"At Risk",22,1543.59,2024-03-03
306647,2025-03-26,Non-binary,62,London,UK,"Organic Search",Mobile,VIP,10,2468.13,2025-06-17
306948,2021-05-05,Female,55,London,UK,"Paid Search",Mobile,New,12,4932.75,2021-11-17
307015,2024-02-05,"Prefer not to say",63,Paris,France,Direct,Desktop,"At Risk",2,4506.68,2025-06-13
308049,2025-02-07,Male,74,Berlin,Germany,Direct,Tablet,VIP,11,6323.67,2025-08-21
308540,2023-05-06,Male,63,Madrid,Spain,Direct,Desktop,Loyal,10,3806.31,2023-12-14
308655,2021-01-07,Male,84,Madrid,Spain,"Paid Search",Mobile,VIP,12,6381.94,2022-04-18
308893,2021-12-26,Non-binary,87,Madrid,Spain,"Organic Search",Desktop,"At Risk",2,6600.63,2022-04-11
309052,2022-07-20,Female,55,"New York",USA,Referral,Desktop,VIP,22,7264.72,2023-10-13
309090,2021-06-16,"Prefer not to say",35,"New York",USA,Referral,Tablet,"At Risk",15,1268.06,2022-02-02
309208,2024-02-14,Female,34,Istanbul,Türkiye,Direct,Mobile,Loyal,23,354.54,2025-05-19
309546,2021-12-25,Female,66,London,UK,Email,Mobile,New,16,4168.65,2023-01-28
309688,2024-07-29,Female,76,Madrid,Spain,"Paid Search",Desktop,"At Risk",8,1672.97,2025-09-10
309830,2023-07-14,Male,45,Paris,France,"Paid Search",Desktop,Loyal,13,2931.39,2023-10-07
309955,2023-06-24,"Prefer not to say",72,Rome,Italy,Email,Desktop,New,8,9098.27,2023-11-08
309979,2023-09-28,Female,62,"New York",USA,Referral,Desktop,"At Risk",2,3145.33,2025-02-04
310119,2022-09-07,"Prefer not to say",43,Madrid,Spain,Referral,Mobile,"At Risk",14,4998.13,2023-12-14
310142,2023-07-20,"Prefer not to say",29,Rome,Italy,"Paid Search",Mobile,"At Risk",19,9843.49,2024-10-17
310184,2021-03-18,Male,32,Rome,Italy,Direct,Desktop,New,23,364.09,2022-04-30
310469,2024-04-21,,82,"New York",USA,"Social Media",Mobile,"At Risk",19,9363.11,2025-06-16
310609,2021-08-11,,44,"New York",USA,"Social Media",Tablet,"At Risk",24,7178.58,2022-11-16
310973,2023-08-14,Non-binary,29,Rome,Italy,"Organic Search",Mobile,VIP,18,3806.71,2024-09-09
311145,2021-02-11,Female,76,Madrid,Spain,Referral,Desktop,New,21,69.05,2021-12-08
311334,2022-02-15,Non-binary,29,Berlin,Germany,Direct,Tablet,New,3,8825.01,2022-03-17
312198,2022-01-04,,68,Rome,Italy,Email,Mobile,Loyal,16,2683.24,2022-11-08
312244,2022-07-16,Non-binary,83,"New York",USA,Direct,Mobile,Returning,10,9382.63,2023-05-13
313224,2023-03-08,Male,64,Paris,France,"Organic Search",Desktop,Loyal,19,8364.12,2024-05-06
313746,2022-02-26,Female,36,Paris,France,Referral,Mobile,"At Risk",22,8590.8,2023-01-21
313813,2023-11-07,Non-binary,27,"New York",USA,"Social Media",Tablet,Returning,6,4018.2,2025-03-08
313819,2023-11-26,Male,51,Madrid,Spain,Email,Desktop,Returning,0,0,NULL
314270,2021-02-22,Female,81,Madrid,Spain,"Social Media",Mobile,VIP,25,4068.41,2022-03-24
314771,2021-04-23,,44,Berlin,Germany,Referral,Desktop,Returning,19,7901.84,2021-05-13
315389,2022-06-04,,66,Paris,France,"Organic Search",Mobile,Loyal,13,8625.52,2023-07-24
315413,2021-07-19,Non-binary,19,Istanbul,Türkiye,Email,Mobile,New,2,7322.31,2022-01-27
315466,2023-05-29,Female,39,London,UK,Email,Mobile,"At Risk",21,9075.84,2023-10-24
315756,2024-08-08,Female,27,Berlin,Germany,"Paid Search",Mobile,Loyal,5,1733.77,2024-10-03
316153,2024-12-17,Male,60,London,UK,Direct,Desktop,"At Risk",15,3167.86,2026-01-18
316205,2022-09-20,"Prefer not to say",86,Madrid,Spain,"Social Media",Tablet,New,22,2404.52,2023-10-29
316641,2021-11-09,Male,57,"New York",USA,Direct,Tablet,"At Risk",21,2717.39,2021-12-15
316783,2021-03-30,Male,45,Rome,Italy,Email,Mobile,New,7,9089.8,2021-04-07
317699,2025-08-10,Female,69,Toronto,Canada,Email,Mobile,Returning,24,7557.52,2026-03-23
317797,2023-03-08,Female,86,"New York",USA,"Paid Search",Mobile,Loyal,21,6796.53,2023-06-04
317932,2024-04-15,Female,81,Toronto,Canada,Direct,Mobile,Loyal,7,2104.8,2024-07-10
317969,2024-02-20,,82,Madrid,Spain,Referral,Mobile,New,20,9229.77,2025-03-29
318694,2025-11-10,Female,34,Paris,France,Referral,Desktop,New,8,3141.59,2026-03-14
318979,2025-07-22,Non-binary,32,Paris,France,"Paid Search",Desktop,VIP,9,574.43,2026-09-23
319036,2022-08-16,Male,79,Berlin,Germany,"Social Media",Tablet,Returning,21,2729.38,2023-08-21
319094,2025-07-14,Non-binary,42,Paris,France,"Social Media",Desktop,Returning,9,6267.69,2026-09-08
319247,2021-08-15,Male,60,Istanbul,Türkiye,"Social Media",Tablet,Returning,5,3317.38,2022-06-14
319307,2024-06-26,Female,66,"New York",USA,"Paid Search",Desktop,"At Risk",18,1428.53,2024-09-14
319376,2024-02-01,,29,Istanbul,Türkiye,"Social Media",Desktop,"At Risk",16,7160.79,2024-07-28
319610,2025-08-11,Female,68,London,UK,"Social Media",Mobile,Returning,18,3702.22,2026-02-18
320153,2024-05-24,,29,Toronto,Canada,Email,Mobile,VIP,2,9912.49,2024-11-02
320356,2025-02-15,Non-binary,46,Paris,France,Referral,Mobile,New,14,7043.92,2026-01-21
320810,2021-11-24,Male,82,Rome,Italy,"Organic Search",Mobile,VIP,25,4932.42,2023-03-10
320986,2025-02-11,Male,88,Istanbul,Türkiye,"Paid Search",Desktop,VIP,8,2624.16,2025-06-02
321626,2023-08-10,Female,31,Istanbul,Türkiye,Referral,Desktop,VIP,9,1565.66,2024-02-07
322200,2021-01-21,Male,26,Toronto,Canada,"Paid Search",Tablet,"At Risk",8,9603.88,2021-08-22
322313,2025-03-05,Male,30,Paris,France,Direct,Desktop,Loyal,15,246.07,2025-11-06
322436,2021-10-24,Female,78,Berlin,Germany,Direct,Mobile,"At Risk",18,5886.48,2023-01-21
322481,2022-11-04,Male,70,Madrid,Spain,Direct,Desktop,Loyal,23,5881.87,2023-07-13
323313,2025-04-10,Male,65,Rome,Italy,Email,Desktop,Returning,6,769.55,2025-09-07
323377,2022-02-14,Male,83,Rome,Italy,"Organic Search",Mobile,VIP,7,8604.64,2022-10-18
323536,2025-08-09,Non-binary,18,Paris,France,"Paid Search",Mobile,VIP,8,7979.12,2026-03-12
324235,2021-11-19,"Prefer not to say",63,Madrid,Spain,Direct,Mobile,New,19,4282.23,2023-03-24
324329,2022-05-29,Non-binary,73,Berlin,Germany,Direct,Mobile,New,14,5791.64,2023-02-21
324625,2022-02-16,Male,29,London,UK,Email,Tablet,New,21,1322.33,2023-01-02
324749,2022-04-19,Male,55,Paris,France,"Organic Search",Tablet,Returning,12,9228.29,2023-01-09
324815,2024-04-30,Female,71,Istanbul,Türkiye,Referral,Desktop,New,1,4875.83,2025-01-21
325050,2021-02-05,Female,29,Toronto,Canada,"Social Media",Mobile,"At Risk",20,496.82,2022-04-27
325468,2023-11-27,Female,59,Berlin,Germany,"Organic Search",Desktop,VIP,11,1962.02,2024-09-23
325646,2021-03-05,"Prefer not to say",61,"New York",USA,Email,Mobile,VIP,23,6557.95,2022-06-17
325930,2021-05-31,Female,29,Berlin,Germany,"Paid Search",Desktop,"At Risk",16,3489.9,2021-09-09
326773,2021-04-29,,52,Toronto,Canada,"Organic Search",Desktop,Loyal,23,5110.88,2022-06-11
327077,2022-10-14,Non-binary,60,Berlin,Germany,"Paid Search",Desktop,VIP,17,7256.51,2023-11-09
327120,2025-06-08,,40,Rome,Italy,Email,Mobile,VIP,17,8715.56,2026-06-18
327397,2024-12-17,Female,78,Madrid,Spain,Email,Mobile,Loyal,9,2414.49,2025-02-03
327940,2022-02-17,Non-binary,67,"New York",USA,Email,Desktop,VIP,12,680.41,2022-08-22
328160,2021-11-28,"Prefer not to say",20,"New York",USA,"Organic Search",Mobile,New,0,0,NULL
328189,2025-09-20,,65,Toronto,Canada,Email,Mobile,Returning,10,1932.39,2026-10-06
328847,2023-09-06,Female,71,Berlin,Germany,"Social Media",Mobile,"At Risk",9,2344.69,2024-09-26
328880,2021-05-23,Male,78,Paris,France,Email,Mobile,Returning,0,0,NULL
328977,2023-02-22,"Prefer not to say",42,Toronto,Canada,"Paid Search",Mobile,Loyal,10,5808.25,2024-06-01
329408,2025-10-03,Female,68,"New York",USA,"Social Media",Mobile,Loyal,23,3185.92,2026-09-13
330049,2021-09-16,Non-binary,42,"New York",USA,Referral,Tablet,VIP,14,1675.78,2022-02-22
330130,2021-10-27,Non-binary,46,Paris,France,Referral,Desktop,VIP,19,6180.38,2022-12-19
330444,2023-07-28,,18,Madrid,Spain,"Organic Search",Tablet,VIP,16,5821.57,2024-06-27
330515,2024-09-21,Male,70,"New York",USA,"Organic Search",Desktop,"At Risk",17,9619.28,2025-12-30
330618,2021-11-17,Female,63,Berlin,Germany,Email,Tablet,New,1,4314.31,2023-01-16
330849,2025-01-22,Male,53,Rome,Italy,"Organic Search",Tablet,Returning,11,3896.29,2026-04-18
330966,2025-02-04,Male,29,London,UK,"Social Media",Desktop,Loyal,11,4871.72,2025-09-29
331282,2021-11-13,Male,63,Istanbul,Türkiye,"Paid Search",Mobile,"At Risk",23,7999.58,2022-05-02
331315,2025-05-30,Female,46,Berlin,Germany,Referral,Desktop,VIP,15,2294.06,2026-02-27
331873,2024-08-25,Non-binary,61,Istanbul,Türkiye,Email,Mobile,New,6,6215.66,2024-12-03
332460,2022-02-08,Female,44,London,UK,"Organic Search",Tablet,"At Risk",6,737.33,2023-02-11
332852,2023-09-28,,54,London,UK,Referral,Tablet,Loyal,13,9530.33,2024-06-20
333117,2025-11-13,Male,74,Toronto,Canada,Referral,Mobile,VIP,12,3003.31,2026-09-25
334037,2021-11-13,Male,67,Toronto,Canada,Referral,Mobile,Returning,19,3525.06,2022-11-03
334581,2025-03-26,Male,27,"New York",USA,Referral,Mobile,"At Risk",14,4666.37,2025-07-12
335416,2022-02-16,Female,23,Berlin,Germany,"Organic Search",Mobile,VIP,7,4141,2023-03-17
335462,2021-11-13,Non-binary,33,Istanbul,Türkiye,"Social Media",Tablet,New,24,6953.77,2022-08-30
335817,2023-02-08,Female,38,Istanbul,Türkiye,Email,Tablet,New,7,2701.77,2023-08-14
335958,2024-02-03,"Prefer not to say",21,Berlin,Germany,"Organic Search",Desktop,New,14,8019.36,2024-02-23
335994,2022-02-20,Male,78,Madrid,Spain,"Social Media",Desktop,Returning,21,6538.35,2022-11-26
336033,2021-03-12,Non-binary,71,Madrid,Spain,"Paid Search",Desktop,New,17,403.44,2021-08-14
336321,2023-02-14,Non-binary,35,Toronto,Canada,"Paid Search",Mobile,Loyal,20,9991.39,2023-03-04
336695,2023-11-20,,49,"New York",USA,Referral,Tablet,Returning,3,459.84,2024-05-09
336889,2022-08-28,Female,54,London,UK,Direct,Mobile,VIP,21,8546.38,2024-01-04
337238,2021-07-14,Male,36,London,UK,Referral,Desktop,"At Risk",17,3042.78,2021-08-08
337961,2025-05-07,Male,70,Rome,Italy,Email,Mobile,Returning,25,2869.5,2026-02-16
338473,2023-08-13,,45,London,UK,Referral,Mobile,New,6,3547.89,2024-07-02
338676,2023-05-25,,28,Istanbul,Türkiye,"Paid Search",Mobile,Loyal,12,9194.67,2024-08-30
338870,2025-05-16,Male,58,Berlin,Germany,"Social Media",Desktop,New,9,2075.06,2026-04-21
338873,2022-10-20,,87,Rome,Italy,Referral,Mobile,VIP,21,2145.09,2023-11-26
339459,2023-11-19,Male,80,Istanbul,Türkiye,"Social Media",Tablet,New,8,5473.62,2024-12-30
339662,2022-09-18,Male,46,Istanbul,Türkiye,Email,Desktop,"At Risk",4,4122.62,2023-08-07
339874,2021-12-22,Male,52,Berlin,Germany,"Social Media",Mobile,New,17,2313.51,2023-02-26
340363,2023-06-18,Female,63,Paris,France,"Social Media",Desktop,Returning,18,3484.58,2024-01-11
340758,2023-06-11,"Prefer not to say",65,Paris,France,Referral,Desktop,Loyal,10,6703.16,2024-06-24
341266,2023-03-09,Non-binary,77,Toronto,Canada,"Organic Search",Tablet,Returning,13,767.92,2023-06-12
341756,2023-11-17,Non-binary,85,Madrid,Spain,Referral,Mobile,Returning,3,5192.97,2024-09-27
341873,2025-10-11,Female,68,Berlin,Germany,Referral,Desktop,VIP,6,7236.6,2026-04-10
342081,2023-06-14,Female,20,Rome,Italy,"Paid Search",Tablet,New,15,6386.04,2024-10-12
342156,2023-05-20,Male,70,Paris,France,"Organic Search",Mobile,"At Risk",16,3817.48,2023-07-22
342857,2021-11-10,Non-binary,39,"New York",USA,Email,Mobile,"At Risk",22,5239.25,2021-11-24
342973,2024-02-08,Male,76,Paris,France,"Organic Search",Tablet,New,25,6365.99,2025-03-26
343389,2025-04-04,Non-binary,63,Paris,France,"Paid Search",Desktop,Loyal,25,1238.35,2025-05-09
343420,2022-10-16,Female,36,"New York",USA,"Paid Search",Desktop,New,10,90.16,2023-02-09
343454,2021-08-10,Male,22,Istanbul,Türkiye,Direct,Mobile,Returning,11,1158.16,2022-10-01
343869,2022-10-20,Non-binary,47,Rome,Italy,"Paid Search",Mobile,Loyal,11,8910.13,2024-01-05
344023,2024-12-22,Male,51,Toronto,Canada,Referral,Desktop,New,7,523.09,2025-07-09
344149,2022-12-06,"Prefer not to say",47,London,UK,"Organic Search",Tablet,VIP,20,1795.16,2023-03-22
344406,2025-05-29,"Prefer not to say",34,Paris,France,Email,Tablet,"At Risk",23,492.07,2025-10-18
344441,2024-04-04,,31,Istanbul,Türkiye,"Organic Search",Desktop,Loyal,17,7147.42,2025-01-31
344546,2021-07-23,"Prefer not to say",52,London,UK,Direct,Mobile,New,6,3498.07,2022-03-05
344859,2023-06-07,"Prefer not to say",44,Rome,Italy,"Social Media",Desktop,VIP,20,6414.03,2024-09-21
344873,2022-02-11,Male,22,London,UK,"Paid Search",Mobile,"At Risk",15,6705.7,2022-09-30
346038,2022-01-01,Male,41,London,UK,Direct,Desktop,Loyal,21,1908.4,2022-07-15
346259,2025-10-27,Male,74,Istanbul,Türkiye,Email,Desktop,"At Risk",7,2839.71,2027-01-03
346614,2022-12-23,Non-binary,41,London,UK,Email,Tablet,VIP,11,9706.94,2024-03-25
346647,2023-12-06,Male,80,London,UK,"Social Media",Mobile,Loyal,16,8222.76,2024-08-01
347110,2023-11-19,"Prefer not to say",74,Madrid,Spain,"Social Media",Tablet,VIP,25,1328.29,2023-12-06
347187,2022-06-21,Female,75,Rome,Italy,"Social Media",Tablet,VIP,18,4838.25,2022-07-31
348757,2024-03-18,Female,67,Istanbul,Türkiye,"Organic Search",Mobile,New,0,0,NULL
349623,2024-04-01,Male,60,Berlin,Germany,Referral,Mobile,VIP,15,5859.82,2025-06-18
349953,2021-03-16,"Prefer not to say",24,Istanbul,Türkiye,"Social Media",Tablet,VIP,7,2133.71,2021-08-09
350181,2024-12-09,Non-binary,73,Istanbul,Türkiye,"Paid Search",Mobile,VIP,2,5683.88,2025-09-12
350767,2025-06-29,Female,70,London,UK,"Paid Search",Desktop,New,3,939.76,2026-04-12
350812,2023-07-28,Female,85,Madrid,Spain,"Organic Search",Desktop,Loyal,24,3019.05,2024-09-25
351273,2024-11-12,Female,77,Paris,France,Referral,Mobile,New,0,0,NULL
351460,2024-05-14,"Prefer not to say",78,Berlin,Germany,Direct,Tablet,New,6,4612.2,2024-09-21
351478,2023-01-05,Male,59,Berlin,Germany,"Paid Search",Mobile,New,19,231.07,2024-01-22
352175,2023-08-09,Female,79,Berlin,Germany,"Social Media",Mobile,VIP,21,7379.56,2024-03-30
