order_id,customer_id,order_date,category,brand,quantity,unit_price,discount,shipping_fee,total_amount,payment_method,order_status,review_score,returned
2003006,917620,2021-05-31,Sports,Wilson,3,100.83,5.0,22.24,309.61,PayPal,Cancelled,3.0,Y
8753879,431422,2023-01-06,Beauty,Nivea,4,875.17,15.0,21.13,2996.71,Bank Transfer,Returned,,
2202468,960912,2024-08-25,Home,IKEA,5,785.86,0.0,13.25,3942.55,Apple Pay,Processing,2.0,
3798469,753816,2021-09-03,Electronics,Samsung,1,571.14,,17.04,588.18,Apple Pay,Cancelled,4.0,
2429202,942904,2025-08-15,Grocery,Nestle,3,857.82,15.0,3.73,2191.17,Apple Pay,Shipped,3.0,No
5818455,804851,2026-03-30,Electronics,Samsung,4,168.66,15.0,17.62,591.06,Card,Processing,3.0,No
3825811,679811,2025-07-03,Electronics,Sony,4,322.14,20.0,12.19,1043.04,PayPal,Shipped,1.0,Yes
6295601,981557,2026-05-29,Clothing,Zara,3,690.87,20.0,19.56,1677.65,Card,Returned,4.0,Yes
9045661,882431,2024-05-03,Beauty,Nivea,1,204.01,0.0,20.33,224.34,PayPal,Processing,2.0,No
6408665,823092,2024-04-10,Office,HP,2,749.99,0.0,17.41,1517.39,Bank Transfer,Returned,1.0,No
3714756,315413,2025-11-17,Clothing,Adidas,3,435.04,15.0,17.81,1127.16,Google Pay,Cancelled,4.0,No
6406786,286808,2021-05-02,Home,Philips,1,604.93,20.0,15.81,499.75,PayPal,Processing,4.0,No
9277372,413447,2023-05-21,Electronics,Sony,4,874.4,10.0,16.86,3164.7,PayPal,Delivered,1.0,
6251441,553653,2021-04-25,Toys,Lego,2,863.9,15.0,7.32,1475.95,Bank Transfer,Processing,1.0,
1872733,663601,2021-07-14,Beauty,Nivea,2,28.04,15.0,20.74,68.41,Apple Pay,Cancelled,,Y
4531557,265566,2023-05-08,Electronics,Samsung,5,182.49,,4.29,916.74,PayPal,Delivered,1.0,Yes
3308784,150917,2026-05-04,Books,Penguin,1,283.01,5.0,7.69,276.55,PayPal,Processing,4.0,Y
9373916,849547,2022-06-05,Electronics,Sony,4,633.66,,7.51,2542.15,PayPal,Shipped,,Y
3904948,800216,2023-07-13,Home,Philips,4,12.21,5.0,24.16,70.56,Card,Returned,1.0,
4385953,359309,2023-06-09,Beauty,L'Oreal,2,349.0,10.0,23.27,651.47,Google Pay,Processing,,N
7016276,364856,2025-02-04,Electronics,Samsung,1,669.14,20.0,3.52,538.83,Bank Transfer,Cancelled,5.0,N
6040222,915557,2025-04-25,Electronics,Apple,3,333.78,,13.51,1014.85,Apple Pay,Delivered,3.0,No
1383383,167543,2021-07-19,Clothing,Adidas,3,186.24,,13.97,572.69,Card,Returned,,N
3032935,815208,2023-08-03,Office,HP,5,905.86,15.0,19.39,3869.3,Card,Processing,5.0,Yes
9757549,568393,2025-07-30,Books,Penguin,5,677.5,,15.42,3402.92,Bank Transfer,Processing,,N
7540056,947514,2022-03-17,Home,IKEA,4,220.69,,14.65,897.41,Card,Delivered,2.0,Y
8078717,551067,2022-11-23,Clothing,Adidas,3,214.09,15.0,5.94,551.87,Bank Transfer,Shipped,5.0,N
7006424,675951,2024-06-21,Grocery,Nestle,3,819.26,10.0,12.32,2224.32,Card,Cancelled,5.0,N
4473147,362374,2023-05-18,Toys,Lego,4,491.16,0.0,21.86,1986.5,Bank Transfer,Returned,4.0,Yes
5668011,667675,2023-08-29,Grocery,Nestle,5,718.61,10.0,22.66,3256.41,Google Pay,Processing,2.0,N
1071752,560743,2025-02-11,Clothing,Adidas,1,847.21,0.0,23.33,870.54,Bank Transfer,Delivered,1.0,No
6899803,992645,2021-11-26,Beauty,L'Oreal,4,9.42,20.0,12.52,42.66,Apple Pay,Returned,,
1981059,664196,2026-06-11,Clothing,Adidas,5,482.37,,1.32,2413.17,Card,Shipped,1.0,Y
5552952,575329,2023-10-23,Electronics,Samsung,4,214.72,,3.41,862.29,Card,Processing,,Y
4111045,111394,2024-05-25,Electronics,Sony,5,138.9,10.0,5.57,630.62,Apple Pay,Delivered,2.0,
4570484,514932,2024-02-01,Home,IKEA,2,627.1,20.0,7.54,1010.9,Google Pay,Shipped,2.0,No
5620971,976914,2021-02-10,Pet,Purina,4,201.35,5.0,12.76,777.89,Apple Pay,Processing,3.0,N
6864447,455120,2022-11-09,Home,IKEA,3,256.1,0.0,19.41,787.71,PayPal,Processing,5.0,
1510320,279849,2023-02-06,Pet,Purina,5,708.95,15.0,17.74,3030.78,Bank Transfer,Delivered,1.0,Yes
6394782,370500,2024-10-14,Clothing,Adidas,4,112.52,20.0,13.7,373.76,PayPal,Cancelled,2.0,
6994613,609380,2025-03-03,Toys,Lego,4,658.61,5.0,3.06,2505.78,Bank Transfer,Cancelled,3.0,No
3277911,125594,2022-03-10,Sports,Puma,2,718.73,0.0,8.2,1445.66,Card,Delivered,,Y
1399365,931591,2022-06-24,Clothing,Nike,4,468.63,20.0,5.43,1505.05,PayPal,Processing,3.0,Yes
3153450,777840,2021-12-17,Beauty,Nivea,1,564.54,0.0,15.18,579.72,PayPal,Returned,2.0,N
2960484,536924,2023-11-21,Clothing,Zara,2,228.59,,8.8,465.98,Apple Pay,Shipped,3.0,No
8988431,698321,2026-01-03,Electronics,Apple,5,775.61,20.0,14.11,3116.55,Card,Delivered,2.0,Y
5076265,119829,2024-08-09,Electronics,Apple,2,470.49,20.0,9.14,761.92,Apple Pay,Processing,5.0,Yes
9951395,165348,2023-04-29,Electronics,Samsung,4,432.62,0.0,23.3,1753.78,Card,Delivered,3.0,
7870839,825303,2021-05-30,Clothing,Nike,2,675.02,15.0,1.92,1149.45,PayPal,Processing,3.0,No
2195068,472185,2022-06-03,Clothing,Adidas,2,449.68,,7.3,906.66,PayPal,Processing,,Yes
1222418,708248,2023-09-29,Toys,Lego,4,200.39,,8.3,809.86,Bank Transfer,Returned,3.0,Yes
3655626,245001,2026-05-06,Electronics,Sony,5,5.56,,13.97,41.77,Card,Returned,2.0,Y
4964252,722378,2021-01-26,Grocery,Nestle,1,905.99,10.0,23.91,839.3,Google Pay,Shipped,5.0,
5998255,231207,2024-04-04,Office,HP,2,824.13,5.0,19.39,1585.24,Card,Cancelled,5.0,Y
7949344,245223,2024-12-24,Sports,Puma,3,885.11,5.0,0.18,2522.74,PayPal,Processing,3.0,Yes
4709150,371699,2026-02-20,Home,IKEA,1,965.31,15.0,21.74,842.25,Apple Pay,Processing,1.0,N
8454216,969200,2021-10-02,Office,HP,5,674.19,10.0,10.19,3044.05,Google Pay,Processing,5.0,Y
7127466,390365,2021-07-27,Clothing,Adidas,2,915.35,10.0,12.36,1659.99,Google Pay,Processing,4.0,No
4791702,517120,2024-05-12,Beauty,L'Oreal,3,743.65,15.0,18.48,1914.79,Bank Transfer,Cancelled,4.0,No
6615749,691472,2021-10-14,Books,Penguin,5,547.4,20.0,1.06,2190.66,Card,Shipped,5.0,
9323090,520565,2025-03-21,Electronics,Apple,1,534.8,,8.12,542.92,Card,Delivered,4.0,Y
1216553,280537,2022-02-24,Toys,Lego,1,288.59,20.0,14.98,245.85,Card,Shipped,5.0,Yes
8793366,742195,2026-01-02,Sports,Puma,4,275.81,5.0,2.21,1050.29,Card,Processing,1.0,
8414568,193582,2021-08-01,Electronics,Apple,5,544.49,0.0,17.29,2739.74,Bank Transfer,Delivered,2.0,No
4569828,344873,2024-01-23,Electronics,Apple,5,568.18,20.0,18.76,2291.48,Bank Transfer,Returned,5.0,N
3459807,609604,2023-12-02,Electronics,Sony,5,254.8,15.0,6.79,1089.69,Apple Pay,Returned,5.0,Yes
8498261,107840,2023-06-12,Beauty,L'Oreal,4,926.61,10.0,7.2,3343.0,Apple Pay,Delivered,3.0,No
3183433,286204,2021-04-22,Electronics,Sony,2,281.3,20.0,7.03,457.11,Google Pay,Delivered,3.0,Y
7553038,654383,2022-04-05,Electronics,Sony,4,579.64,5.0,21.7,2224.33,Card,Cancelled,1.0,Y
6624309,432651,2021-01-14,Clothing,Zara,1,263.24,10.0,16.52,253.44,Bank Transfer,Processing,2.0,No
5241346,625231,2022-11-03,Home,IKEA,2,158.33,5.0,5.27,306.1,Card,Returned,3.0,
4790272,780357,2023-02-13,Clothing,Adidas,5,230.12,20.0,9.82,930.3,Bank Transfer,Cancelled,5.0,Y
5563201,559608,2025-04-24,Sports,Puma,2,188.27,10.0,19.82,358.71,PayPal,Delivered,,Yes
8371449,819861,2024-02-28,Home,Philips,3,505.55,5.0,22.43,1463.25,Bank Transfer,Delivered,,
7549252,770156,2022-07-29,Electronics,Sony,4,481.27,,16.72,1941.8,Google Pay,Cancelled,5.0,
2030616,866951,2023-12-22,Sports,Puma,2,708.45,,6.64,1423.54,Apple Pay,Shipped,,Y
5392228,336695,2026-01-16,Home,IKEA,4,225.33,20.0,21.19,742.25,Apple Pay,Cancelled,5.0,Yes
1799859,349953,2022-04-10,Electronics,Sony,2,386.48,5.0,8.4,742.71,Bank Transfer,Processing,1.0,
7048016,428188,2021-02-07,Clothing,Adidas,5,988.39,20.0,14.83,3968.39,Card,Shipped,,Yes
7333192,619120,2024-08-11,Electronics,Sony,1,857.42,0.0,3.09,860.51,Bank Transfer,Cancelled,5.0,N
7402505,820318,2022-10-22,Home,Philips,5,647.33,15.0,22.44,2773.59,Bank Transfer,Returned,,Y
6721313,602086,2025-03-27,Pet,Purina,2,596.14,0.0,19.53,1211.81,Apple Pay,Processing,,Y
3047398,335994,2026-05-19,Electronics,Apple,2,400.06,5.0,8.92,769.03,PayPal,Delivered,3.0,No
5868410,847473,2025-03-11,Beauty,L'Oreal,2,980.21,15.0,5.37,1671.73,Card,Processing,4.0,Y
5487518,532271,2021-12-01,Beauty,L'Oreal,5,708.62,0.0,8.23,3551.33,Bank Transfer,Cancelled,2.0,No
9317883,453319,2024-08-17,Electronics,Samsung,5,775.62,5.0,10.71,3694.9,Bank Transfer,Delivered,,Y
4796501,687629,2022-09-27,Electronics,Samsung,3,490.57,5.0,9.43,1407.55,Card,Cancelled,,
8617389,740980,2024-08-02,Sports,Puma,3,25.83,15.0,5.96,71.83,Card,Delivered,3.0,Yes
8947478,863594,2025-11-13,Office,HP,2,232.95,0.0,0.8,466.7,Bank Transfer,Processing,2.0,N
6915406,785147,2022-04-04,Pet,Purina,3,888.03,0.0,5.13,2669.22,Apple Pay,Returned,5.0,No
7577774,388594,2023-07-05,Electronics,Sony,4,345.41,,22.11,1403.75,Card,Shipped,1.0,
5189074,777815,2026-01-01,Office,HP,3,711.77,,14.69,2150.0,PayPal,Shipped,3.0,
2321801,330130,2022-03-28,Clothing,Zara,4,290.04,5.0,6.88,1109.03,Google Pay,Returned,5.0,Yes
1463814,150538,2025-06-21,Home,Philips,5,32.29,5.0,8.98,162.36,Bank Transfer,Processing,5.0,Y
1265598,175027,2025-07-02,Home,IKEA,1,165.57,,1.3,166.87,Apple Pay,Returned,5.0,
4548143,900267,2023-06-13,Electronics,Apple,1,723.73,,5.88,729.61,PayPal,Delivered,1.0,Y
3989533,636547,2021-11-30,Home,Philips,1,263.42,10.0,14.61,251.69,PayPal,Processing,1.0,
8796236,776633,2021-01-06,Electronics,Apple,5,77.49,10.0,21.37,370.07,Card,Cancelled,1.0,N
3448967,486599,2024-03-16,Beauty,Nivea,4,555.37,15.0,5.28,1893.54,Card,Processing,1.0,No
9313792,267214,2022-02-23,Home,Philips,1,282.99,10.0,16.58,271.27,Google Pay,Shipped,3.0,N
8110249,636484,2023-09-02,Clothing,Zara,2,682.13,20.0,5.08,1096.49,Card,Processing,4.0,Y
5825985,903238,2024-12-13,Clothing,Nike,1,463.88,20.0,20.26,391.36,Card,Delivered,5.0,Yes
3647510,930975,2024-07-18,Beauty,L'Oreal,2,482.94,15.0,22.59,843.59,Card,Returned,1.0,N
7341024,313746,2026-02-19,Home,Philips,5,975.77,20.0,2.74,3905.82,Apple Pay,Returned,1.0,No
5308360,426948,2023-12-29,Home,Philips,4,739.59,5.0,18.96,2829.4,Card,Processing,1.0,N
1144309,413228,2021-01-15,Home,IKEA,4,66.73,15.0,13.82,240.7,Apple Pay,Processing,5.0,
2630327,826198,2024-10-25,Electronics,Sony,2,683.69,10.0,22.21,1252.85,Bank Transfer,Cancelled,,Y
8268370,414117,2024-05-30,Electronics,Samsung,3,412.57,5.0,3.36,1179.18,Card,Cancelled,3.0,Y
8319157,990231,2023-08-07,Electronics,Samsung,4,569.37,15.0,20.26,1956.12,Apple Pay,Delivered,3.0,
8967952,679147,2021-09-15,Clothing,Nike,5,878.48,20.0,19.88,3533.8,Bank Transfer,Shipped,,N
7695135,489665,2023-01-21,Books,Penguin,3,937.38,15.0,13.13,2403.45,Card,Shipped,1.0,No
7674647,273202,2025-08-31,Books,Penguin,3,496.32,5.0,12.65,1427.16,Bank Transfer,Delivered,2.0,N
3082931,835348,2021-08-28,Grocery,Nestle,1,478.39,,16.08,494.47,Google Pay,Shipped,1.0,Yes
5371950,835341,2021-08-31,Home,Philips,2,526.08,15.0,4.87,899.21,Bank Transfer,Returned,5.0,
8601353,872190,2025-04-03,Electronics,Apple,5,150.59,15.0,0.78,640.79,Google Pay,Processing,4.0,Y
1120221,587355,2023-11-18,Clothing,Zara,5,652.65,,9.57,3272.82,Google Pay,Delivered,4.0,N
6552178,723460,2024-06-27,Home,Philips,5,206.98,15.0,11.83,891.49,PayPal,Delivered,4.0,Yes
5239443,189100,2021-07-22,Clothing,Nike,4,921.42,5.0,14.99,3516.39,Apple Pay,Delivered,1.0,N
7481776,997871,2023-02-15,Beauty,Nivea,2,633.98,15.0,14.81,1092.58,PayPal,Processing,5.0,No
4564446,229230,2022-12-24,Books,Penguin,5,831.19,15.0,10.15,3542.71,Bank Transfer,Cancelled,2.0,Y
5432866,735547,2023-09-25,Sports,Puma,1,490.87,10.0,15.8,457.58,Apple Pay,Delivered,3.0,
7659007,638916,2021-11-07,Clothing,Adidas,1,358.19,20.0,6.41,292.96,PayPal,Delivered,5.0,Yes
7711881,698980,2025-08-03,Sports,Wilson,1,448.3,5.0,14.43,440.31,Card,Returned,5.0,N
8404086,495520,2024-01-17,Beauty,L'Oreal,2,705.32,15.0,9.51,1208.55,Google Pay,Cancelled,2.0,N
1248244,284838,2023-07-12,Pet,Purina,4,887.44,5.0,24.38,3396.65,Apple Pay,Cancelled,2.0,No
5409464,263346,2024-08-21,Books,Penguin,3,428.36,,22.84,1307.92,Bank Transfer,Processing,1.0,No
9941173,362768,2025-06-23,Home,IKEA,1,69.64,,22.77,92.41,Card,Delivered,2.0,Y
1538428,547482,2022-09-18,Sports,Puma,4,353.41,5.0,20.64,1363.6,Google Pay,Returned,,
6108605,328189,2023-10-31,Beauty,L'Oreal,2,63.96,10.0,21.29,136.42,Card,Shipped,4.0,Y
2657419,697182,2025-11-23,Books,Penguin,1,670.66,5.0,4.1,641.23,Card,Shipped,2.0,
1778563,854552,2023-05-03,Clothing,Nike,1,49.61,20.0,18.67,58.36,Card,Cancelled,2.0,N
8981252,894558,2021-09-11,Home,IKEA,2,416.26,20.0,22.32,688.34,PayPal,Cancelled,5.0,
2319791,920268,2026-03-06,Office,HP,1,447.67,0.0,14.13,461.8,Bank Transfer,Processing,,N
4120192,154665,2026-04-27,Electronics,Samsung,3,512.24,,0.33,1537.05,Google Pay,Returned,4.0,Y
9523363,619072,2024-03-11,Electronics,Sony,1,191.71,5.0,17.44,199.56,Google Pay,Processing,3.0,N
4360463,814747,2021-02-27,Home,IKEA,1,996.65,,4.51,1001.16,PayPal,Processing,1.0,
6394745,512727,2022-12-04,Clothing,Adidas,4,825.1,10.0,24.57,2994.93,Google Pay,Delivered,1.0,No
7042329,851989,2024-10-21,Clothing,Nike,3,443.07,,11.36,1340.57,PayPal,Delivered,5.0,
5951447,767914,2023-10-31,Electronics,Samsung,4,85.19,5.0,5.98,329.7,Card,Delivered,,N
4989085,464885,2023-10-06,Electronics,Samsung,4,824.61,0.0,21.81,3320.25,Card,Delivered,3.0,
5406631,502628,2023-11-14,Home,Philips,3,52.33,0.0,17.72,174.71,Card,Shipped,3.0,N
9622680,640075,2024-07-11,Electronics,Samsung,5,593.16,5.0,23.14,2840.65,Google Pay,Returned,3.0,No
3774844,986534,2024-05-31,Toys,Lego,2,491.86,20.0,15.44,802.42,Card,Shipped,3.0,Yes
7625386,272803,2021-05-20,Sports,Puma,1,106.55,5.0,2.94,104.16,Card,Returned,1.0,Yes
5780236,670659,2021-12-11,Home,Philips,2,368.77,5.0,10.19,710.85,Apple Pay,Returned,,No
3014051,865351,2023-02-02,Beauty,L'Oreal,3,58.54,0.0,15.83,191.45,Card,Cancelled,5.0,
9385800,142686,2025-02-05,Electronics,Samsung,3,156.62,20.0,11.8,387.69,Google Pay,Returned,5.0,Y
3637677,649636,2023-05-19,Books,Penguin,2,943.32,10.0,17.67,1715.65,Bank Transfer,Delivered,2.0,
6094231,194793,2024-09-15,Toys,Lego,3,730.16,20.0,21.49,1773.87,Bank Transfer,Cancelled,5.0,
2355551,947190,2024-01-01,Sports,Wilson,1,952.7,15.0,9.69,819.49,Google Pay,Shipped,,
4492427,367579,2024-11-23,Books,Penguin,1,7.81,15.0,19.99,26.63,Card,Delivered,5.0,Yes
5461738,758976,2026-04-11,Sports,Puma,4,444.75,15.0,1.61,1513.76,Google Pay,Delivered,,
5470478,205954,2021-01-04,Home,IKEA,1,160.69,15.0,1.64,138.23,Apple Pay,Cancelled,3.0,No
6533877,380521,2025-05-21,Electronics,Apple,2,308.59,10.0,7.65,563.11,Card,Delivered,,Yes
3496536,872703,2023-02-10,Clothing,Adidas,3,50.77,20.0,0.88,122.73,Apple Pay,Processing,4.0,No
8123863,187786,2021-11-14,Electronics,Sony,1,852.67,5.0,6.51,816.55,Google Pay,Delivered,1.0,Yes
7978238,245884,2025-07-30,Clothing,Adidas,1,987.74,0.0,10.0,997.74,Card,Processing,4.0,No
9398750,913440,2023-07-15,Toys,Lego,4,935.81,0.0,14.83,3758.07,Card,Returned,5.0,Y
1881668,746869,2025-04-04,Clothing,Adidas,3,601.44,20.0,12.92,1456.38,Card,Cancelled,1.0,
8844046,982828,2022-09-29,Sports,Puma,3,145.88,10.0,14.72,408.6,PayPal,Delivered,5.0,
2987870,791763,2023-06-07,Sports,Wilson,4,624.13,0.0,2.6,2499.12,Card,Returned,,No
1600824,819982,2025-06-24,Electronics,Sony,3,337.89,,24.59,1038.26,Card,Returned,4.0,N
8496615,834430,2024-02-08,Clothing,Adidas,2,372.83,0.0,6.44,752.1,Google Pay,Delivered,1.0,Yes
1530705,185991,2022-12-27,Electronics,Sony,5,445.25,0.0,1.17,2227.42,Bank Transfer,Returned,2.0,
5188149,566677,2021-10-07,Sports,Wilson,2,746.5,,9.24,1502.24,PayPal,Cancelled,,N
9488653,992307,2024-02-02,Beauty,L'Oreal,4,800.78,0.0,11.29,3214.41,Card,Processing,3.0,Y
5688032,352696,2024-03-25,Home,Philips,3,941.13,20.0,10.56,2269.27,Apple Pay,Shipped,4.0,
3208293,992339,2025-12-27,Grocery,Nestle,5,173.1,,0.26,865.76,Google Pay,Returned,3.0,Y
2575428,500926,2024-04-04,Clothing,Adidas,2,701.76,15.0,16.47,1209.46,PayPal,Shipped,1.0,
1619061,941704,2021-02-04,Electronics,Apple,1,358.51,0.0,10.23,368.74,Google Pay,Returned,2.0,N
2917025,553951,2023-02-14,Home,IKEA,5,762.75,15.0,16.87,3258.56,Card,Processing,1.0,Yes
9084242,516536,2023-05-12,Electronics,Apple,5,711.42,5.0,20.68,3399.92,Bank Transfer,Shipped,1.0,N
9596664,272757,2023-01-18,Books,Penguin,2,909.96,10.0,13.24,1651.17,Card,Shipped,5.0,Y
3963137,441277,2025-02-17,Toys,Lego,5,525.1,5.0,10.58,2504.8,Bank Transfer,Cancelled,1.0,Y
5128426,559411,2021-12-14,Home,IKEA,2,867.4,15.0,6.1,1480.68,Bank Transfer,Cancelled,2.0,N
6151509,232466,2026-06-24,Clothing,Adidas,1,181.34,20.0,23.19,168.26,Apple Pay,Processing,3.0,No
4853070,752636,2021-11-03,Sports,Wilson,2,427.14,20.0,16.46,699.88,Card,Shipped,1.0,
6932617,611669,2022-11-19,Sports,Wilson,1,62.38,,14.06,76.44,Bank Transfer,Shipped,3.0,
6598777,322313,2026-01-11,Electronics,Sony,1,803.38,15.0,9.73,692.6,Apple Pay,Delivered,4.0,Yes
6647593,224976,2025-08-27,Electronics,Apple,1,294.9,10.0,23.16,288.57,Apple Pay,Delivered,5.0,N
3152674,552209,2021-09-30,Sports,Puma,3,506.9,10.0,16.56,1385.19,Card,Delivered,,
1163272,729857,2022-12-04,Books,Penguin,2,500.78,20.0,16.65,817.9,Google Pay,Cancelled,5.0,Y
7631438,659996,2023-01-07,Electronics,Apple,3,817.98,20.0,5.75,1968.9,Google Pay,Cancelled,4.0,
8896975,528053,2021-08-13,Home,Philips,5,594.09,,10.45,2980.9,Card,Cancelled,1.0,
9678523,223826,2023-03-10,Sports,Wilson,3,149.5,15.0,8.99,390.21,Card,Processing,4.0,N
3409044,792594,2023-06-19,Electronics,Samsung,2,37.86,20.0,10.29,70.87,Bank Transfer,Processing,3.0,Yes
7430660,409828,2025-08-24,Beauty,L'Oreal,1,223.87,,24.07,247.94,Card,Delivered,3.0,Y
4211376,391160,2024-11-04,Home,Philips,5,434.21,0.0,18.38,2189.43,Card,Cancelled,1.0,Yes
3020075,360273,2025-04-14,Home,Philips,4,767.12,10.0,24.17,2785.8,Apple Pay,Processing,2.0,Y
9472072,497252,2024-01-11,Home,Philips,4,472.79,15.0,9.21,1616.7,Card,Shipped,2.0,No
9354464,885988,2021-04-18,Home,IKEA,5,366.69,,4.71,1838.16,Bank Transfer,Processing,1.0,
8425168,686546,2024-06-23,Pet,Purina,3,767.46,5.0,23.18,2210.44,Google Pay,Returned,3.0,Yes
4934648,104203,2023-01-17,Home,IKEA,1,325.86,,3.56,329.42,PayPal,Returned,4.0,Yes
1012938,299060,2024-10-17,Toys,Lego,4,98.43,20.0,14.9,329.88,Google Pay,Cancelled,1.0,N
8057607,654028,2025-01-27,Clothing,Adidas,5,786.87,20.0,12.45,3159.93,Bank Transfer,Shipped,2.0,
6855737,560086,2026-02-07,Beauty,Nivea,5,403.77,10.0,6.32,1823.28,Card,Cancelled,5.0,Y
3466342,707212,2023-05-20,Beauty,Nivea,3,69.62,0.0,3.3,212.16,Apple Pay,Shipped,2.0,Y
4956166,122056,2023-07-12,Beauty,L'Oreal,2,397.01,0.0,5.39,799.41,Card,Shipped,2.0,Yes
1549507,132304,2026-01-03,Grocery,Nestle,1,375.97,5.0,7.08,364.25,Card,Processing,1.0,
5484115,758009,2023-08-24,Electronics,Apple,3,757.45,20.0,9.41,1827.29,Google Pay,Returned,,No
3784250,735046,2023-10-13,Electronics,Sony,5,988.02,0.0,6.08,4946.18,Card,Delivered,3.0,Y
1047764,354006,2026-05-01,Electronics,Sony,4,225.96,0.0,11.95,915.79,PayPal,Processing,2.0,N
3227012,975909,2024-05-27,Grocery,Nestle,5,503.58,15.0,5.61,2145.83,Bank Transfer,Processing,1.0,
7586824,373045,2024-10-23,Clothing,Nike,4,220.66,5.0,7.19,845.7,Apple Pay,Shipped,,Yes
1919311,316641,2021-09-23,Pet,Purina,2,420.66,10.0,23.66,780.85,PayPal,Processing,5.0,
2852732,281248,2023-11-21,Clothing,Nike,2,827.3,0.0,0.63,1655.23,Card,Shipped,2.0,No
6039834,398615,2021-01-01,Home,IKEA,1,859.33,0.0,10.88,870.21,PayPal,Processing,3.0,
7524762,255619,2023-12-03,Pet,Purina,3,908.03,0.0,11.87,2735.96,Bank Transfer,Cancelled,4.0,
8684347,668684,2024-10-15,Electronics,Samsung,1,475.32,15.0,24.24,428.26,Card,Shipped,1.0,No
4801512,310184,2022-06-25,Books,Penguin,1,76.77,0.0,2.96,79.73,Google Pay,Processing,,No
6115930,386497,2022-05-28,Home,Philips,3,820.81,,0.49,2462.92,Bank Transfer,Shipped,,Y
6629283,426249,2025-11-09,Toys,Lego,3,942.69,20.0,19.91,2282.37,Apple Pay,Delivered,5.0,Y
7243357,714190,2025-05-08,Home,Philips,3,506.13,5.0,21.02,1463.49,Google Pay,Cancelled,5.0,Y
8176922,894212,2025-01-03,Clothing,Zara,1,126.94,10.0,6.64,120.89,Apple Pay,Returned,3.0,No
9277762,363069,2023-09-20,Home,IKEA,5,532.5,20.0,2.13,2132.13,Apple Pay,Shipped,4.0,Yes
4688938,972787,2022-12-26,Office,HP,2,86.96,5.0,9.11,174.33,Apple Pay,Delivered,4.0,Y
4816096,816730,2026-04-26,Clothing,Nike,4,898.76,0.0,22.02,3617.06,PayPal,Returned,3.0,Y
8055423,568080,2022-07-09,Books,Penguin,3,929.74,0.0,0.35,2789.57,Card,Cancelled,5.0,N
4828665,929518,2023-06-23,Home,Philips,2,640.93,,24.11,1305.97,Bank Transfer,Returned,5.0,Y
2201227,947935,2023-11-26,Home,IKEA,1,534.84,20.0,19.29,447.16,Card,Cancelled,3.0,No
8251755,996626,2025-08-16,Beauty,L'Oreal,5,406.49,20.0,17.11,1643.07,Bank Transfer,Cancelled,2.0,No
1608148,276139,2021-05-22,Toys,Lego,4,908.32,5.0,12.33,3463.95,Card,Cancelled,3.0,Yes
3083539,671869,2023-05-28,Grocery,Nestle,5,240.08,0.0,15.48,1215.88,Card,Delivered,1.0,Yes
4243141,474294,2022-09-16,Clothing,Adidas,3,26.88,,0.36,81.0,Apple Pay,Shipped,5.0,No
4681708,614650,2023-08-16,Books,Penguin,1,323.63,,19.03,342.66,PayPal,Processing,,
1921433,540366,2021-07-27,Electronics,Samsung,4,132.45,15.0,5.77,456.1,Google Pay,Cancelled,2.0,Yes
8126861,997264,2021-02-18,Electronics,Samsung,1,412.49,0.0,0.99,413.48,PayPal,Returned,2.0,Yes
5779928,227716,2026-02-15,Sports,Wilson,3,969.0,15.0,2.63,2473.58,Apple Pay,Delivered,5.0,Yes
6526715,906425,2024-08-24,Grocery,Nestle,2,594.12,20.0,21.73,972.32,Google Pay,Delivered,1.0,N
4898028,319094,2022-12-26,Electronics,Sony,1,7.69,,23.99,31.68,Card,Returned,3.0,Yes
4369642,698259,2023-04-30,Home,IKEA,1,391.09,,8.63,399.72,PayPal,Delivered,5.0,Yes
4475856,501873,2023-04-23,Electronics,Samsung,2,9.07,0.0,0.02,18.16,Card,Cancelled,,
4760508,314771,2021-01-12,Sports,Puma,2,954.78,10.0,4.02,,Apple Pay,Processing,4.0,No
7980786,397845,2023-10-10,Electronics,Samsung,2,944.76,10.0,16.54,1717.11,Google Pay,Returned,3.0,No
3269821,949935,2022-12-17,Electronics,Sony,2,610.77,0.0,10.3,1231.84,Bank Transfer,Cancelled,5.0,Yes
5193923,213392,2025-11-25,Beauty,Nivea,2,980.53,15.0,11.61,1678.51,Bank Transfer,Cancelled,4.0,No
9746358,946776,2021-05-18,Electronics,Apple,4,622.81,20.0,3.61,1996.6,Apple Pay,Cancelled,,N
4544238,125323,2021-10-03,Office,HP,1,327.41,0.0,7.56,334.97,Apple Pay,Processing,2.0,Yes
1686582,223806,2022-10-02,Books,Penguin,5,749.53,20.0,23.98,3022.1,Card,Shipped,1.0,Y
8195068,696963,2022-04-09,Electronics,Apple,2,804.78,10.0,11.23,1459.83,Google Pay,Processing,,
1649648,883564,2021-07-12,Office,HP,1,831.92,10.0,15.21,763.94,Bank Transfer,Processing,5.0,
3661691,113857,2025-10-30,Electronics,Apple,2,350.1,,11.5,711.7,Apple Pay,Delivered,4.0,No
2894443,671774,2026-01-07,Clothing,Zara,1,399.56,15.0,11.05,350.68,Apple Pay,Delivered,,No
6644586,410811,2022-09-21,Beauty,L'Oreal,1,338.13,,21.51,359.64,Card,Returned,,Y
